680
100 100
101 95 2
103 95 2
105 95 2
105 97 2
105 99 2
105 101 2
105 103 2
105 105 2
103 105 2
101 105 2
99 105 2
97 105 2
95 105 2
95 103 2
95 101 2
95 99 2
95 97 2
95 95 2
97 95 2
99 95 2
100 80 2
102 82 2
104 84 2
106 86 2
108 88 2
110 90 2
112 92 2
114 94 2
116 96 2
118 98 2
120 100 2
118 102 2
116 104 2
114 106 2
112 108 2
110 110 2
108 112 2
106 114 2
104 116 2
102 118 2
100 120 2
98 118 2
96 116 2
94 114 2
92 112 2
86 106 2
90 110 2
88 108 2
84 104 2
82 102 2
80 100 2
82 98 2
84 96 2
86 94 2
88 92 2
90 90 2
92 88 2
94 86 2
96 84 2
98 82 2
100 70 2
102 70 2
104 70 2
106 70 2
108 70 2
110 70 2
112 70 2
114 70 2
116 70 2
118 70 2
120 70 2
122 70 2
124 70 2
126 70 2
128 70 2
130 70 2
130 72 2
130 74 2
130 76 2
130 78 2
130 80 2
130 82 2
130 84 2
130 86 2
130 88 2
130 90 2
130 92 2
130 94 2
130 96 2
130 98 2
130 100 2
130 102 2
130 104 2
130 106 2
130 108 2
130 110 2
130 112 2
130 114 2
130 116 2
130 118 2
130 120 2
130 122 2
130 124 2
130 126 2
130 128 2
130 130 2
128 130 2
126 130 2
124 130 2
122 130 2
120 130 2
118 130 2
116 130 2
114 130 2
112 130 2
110 130 2
108 130 2
106 130 2
104 130 2
102 130 2
100 130 2
98 130 2
96 130 2
94 130 2
92 130 2
90 130 2
88 130 2
86 130 2
84 130 2
82 130 2
80 130 2
78 130 2
76 130 2
74 130 2
72 130 2
70 130 2
70 128 2
70 126 2
70 124 2
70 122 2
70 120 2
70 118 2
70 116 2
70 114 2
70 112 2
70 110 2
70 108 2
70 106 2
70 104 2
70 102 2
70 100 2
70 98 2
70 96 2
70 94 2
70 92 2
70 90 2
70 88 2
70 86 2
70 84 2
70 82 2
70 80 2
70 78 2
70 76 2
70 74 2
70 72 2
70 70 2
72 70 2
74 70 2
76 70 2
78 70 2
80 70 2
82 70 2
84 70 2
86 70 2
88 70 2
90 70 2
92 70 2
94 70 2
96 70 2
98 70 2
100 30 2
102 32 2
104 34 2
106 36 2
108 38 2
110 40 2
112 42 2
114 44 2
116 46 2
118 48 2
120 50 2
122 52 2
124 54 2
126 56 2
128 58 2
130 60 2
132 62 2
134 64 2
136 66 2
138 68 2
140 70 2
142 72 2
144 74 2
146 76 2
148 78 2
150 80 2
152 82 2
154 84 2
156 86 2
158 88 2
160 90 2
162 92 2
164 94 2
166 96 2
168 98 2
170 100 2
168 102 2
166 104 2
164 106 2
162 108 2
160 110 2
158 112 2
156 114 2
154 116 2
152 118 2
150 120 2
148 122 2
146 124 2
144 126 2
142 128 2
140 130 2
138 132 2
136 134 2
134 136 2
132 138 2
130 140 2
128 142 2
126 144 2
124 146 2
122 148 2
120 150 2
118 152 2
116 154 2
114 156 2
112 158 2
110 160 2
108 162 2
106 164 2
104 166 2
102 168 2
100 170 2
98 168 2
96 166 2
94 164 2
92 162 2
90 160 2
88 158 2
86 156 2
84 154 2
82 152 2
80 150 2
78 148 2
76 146 2
74 144 2
72 142 2
70 140 2
68 138 2
66 136 2
64 134 2
62 132 2
60 130 2
58 128 2
56 126 2
54 124 2
52 122 2
50 120 2
48 118 2
46 116 2
44 114 2
42 112 2
40 110 2
38 108 2
36 106 2
34 104 2
32 102 2
30 100 2
32 98 2
34 96 2
36 94 2
38 92 2
40 90 2
42 88 2
44 86 2
46 84 2
48 82 2
50 80 2
52 78 2
54 76 2
56 74 2
58 72 2
60 70 2
62 68 2
64 66 2
66 64 2
68 62 2
70 60 2
72 58 2
74 56 2
76 54 2
78 52 2
80 50 2
82 48 2
84 46 2
86 44 2
88 42 2
90 40 2
92 38 2
94 36 2
96 34 2
98 32 2
100 10 2
102 10 2
104 10 2
106 10 2
108 10 2
110 10 2
112 10 2
114 10 2
116 10 2
118 10 2
120 10 2
122 10 2
124 10 2
126 10 2
128 10 2
130 10 2
132 10 2
134 10 2
136 10 2
138 10 2
140 10 2
142 10 2
144 10 2
146 10 2
148 10 2
150 10 2
152 10 2
154 10 2
156 10 2
158 10 2
160 10 2
162 10 2
164 10 2
166 10 2
168 10 2
170 10 2
172 10 2
174 10 2
176 10 2
178 10 2
180 10 2
182 10 2
184 10 2
186 10 2
188 10 2
190 10 2
