399
2.28315 35.5085
43.5841 58.7522 9.955309
60.2539 80.1704 9.955309
86.1563 95.4019 9.955309
44.4217 55.3301 9.955309
79.6042 79.6519 9.955309
8.89064 83.8954 9.955309
23.3569 85.0798 9.955309
47.6864 20.3976 9.955309
40.6271 60.1839 9.955309
95.4573 78.5053 9.955309
59.3326 96.8644 9.955309
94.61 43.2995 9.955309
8.30742 60.1487 9.955309
86.1254 75.412 9.955309
24.7619 69.8637 9.955309
96.3227 96.5824 9.955309
12.5872 53.6987 9.955309
56.3237 2.07366 9.955309
5.5259 61.9092 9.955309
69.1414 57.6653 9.955309
23.7167 70.7298 9.955309
58.3448 60.9201 9.955309
40.4171 94.2218 9.955309
1.5771 61.4642 9.955309
2.00806 6.28968 9.955309
19.6656 61.3862 9.955309
91.3249 42.8902 9.955309
82.834 58.4111 9.955309
4.96047 4.06059 9.955309
27.1361 73.6904 9.955309
97.9153 71.697 9.955309
48.9418 95.7946 9.955309
81.7106 28.112 9.955309
33.2771 46.652 9.955309
27.8353 94.5623 9.955309
16.854 97.4806 9.955309
80.6139 53.7748 9.955309
44.5404 30.686 9.955309
30.6696 55.2626 9.955309
55.5492 35.9315 9.955309
15.6444 17.8995 9.955309
14.0141 70.4084 9.955309
96.3235 44.2629 9.955309
46.0829 25.5503 9.955309
38.5534 48.7846 9.955309
93.1464 19.8146 9.955309
27.9893 89.6021 9.955309
33.1283 92.3481 9.955309
3.35356 88.986 9.955309
51.1528 6.04103 9.955309
23.2874 32.7742 9.955309
87.0562 74.7862 9.955309
12.6307 2.70835 9.955309
2.57158 38.4711 9.955309
55.099 31.771 9.955309
42.1545 66.9856 9.955309
69.9395 64.1832 9.955309
3.06059 88.1315 9.955309
48.6626 98.7924 9.955309
54.7886 87.0165 9.955309
76.419 22.7841 9.955309
48.934 88.5471 9.955309
90.8764 48.3318 9.955309
19.5225 82.1483 9.955309
17.1854 11.1942 9.955309
59.9164 58.75 9.955309
13.2524 50.7626 9.955309
32.7208 86.88 9.955309
26.7929 78.8352 9.955309
79.2919 13.6517 9.955309
