492
0 0
11.163 15.552 3.7452
13.576 14.79 3.7452
11.481 17.711 3.7452
11.862 17.965 3.7452
12.052 18.854 3.7452
12.37 19.934 3.7452
13.005 20.061 3.7452
11.608 20.251 3.7452
11.735 20.378 3.7452
12.243 20.505 3.7452
13.513 22.41 3.7452
17.323 21.331 3.7452
17.45 21.902 3.7452
17.64 22.918 3.7452
17.64 23.426 3.7452
17.323 23.934 3.7452
17.45 24.188 3.7452
16.497 24.315 3.7452
17.577 25.204 3.7452
22.974 17.711 3.7452
22.149 14.282 3.7452
22.276 13.393 3.7452
21.831 13.203 3.7452
26.149 11.107 3.7452
25.07 11.615 3.7452
23.482 9.52 3.7452
22.212 10.091 3.7452
22.085 10.853 3.7452
22.022 11.361 3.7452
22.149 11.742 3.7452
20.244 11.234 3.7452
20.434 13.012 3.7452
19.482 13.076 3.7452
19.418 13.901 3.7452
18.466 14.155 3.7452
17.577 13.647 3.7452
18.021 13.52 3.7452
18.339 12.631 3.7452
17.323 12.504 3.7452
20.434 15.806 3.7452
20.498 17.457 3.7452
19.99 18.029 3.7452
19.609 18.156 3.7452
20.561 18.219 3.7452
20.117 18.283 3.7452
20.434 18.537 3.7452
18.466 17.838 3.7452
18.212 18.283 3.7452
18.466 18.664 3.7452
18.148 16.505 3.7452
16.688 18.092 3.7452
18.593 21.648 3.7452
19.863 21.331 3.7452
20.117 21.775 3.7452
19.482 21.966 3.7452
18.91 22.474 3.7452
20.117 22.728 3.7452
20.371 23.045 3.7452
20.561 23.553 3.7452
18.974 24.125 3.7452
18.974 24.569 3.7452
19.164 24.696 3.7452
20.561 24.696 3.7452
21.577 21.394 3.7452
16.37 26.982 3.7452
17.069 27.046 3.7452
17.64 27.49 3.7452
17.069 27.744 3.7452
17.64 27.998 3.7452
18.72 30.665 3.7452
18.529 30.03 3.7452
18.72 29.967 3.7452
18.974 29.967 3.7452
22.149 29.713 3.7452
21.958 29.395 3.7452
22.466 28.887 3.7452
18.91 28.697 3.7452
22.022 28.443 3.7452
19.037 28.189 3.7452
18.72 28.189 3.7452
20.117 27.617 3.7452
19.037 26.982 3.7452
19.545 25.839 3.7452
20.561 25.776 3.7452
20.942 25.649 3.7452
21.958 24.76 3.7452
25.895 29.903 3.7452
26.086 29.903 3.7452
25.07 30.03 3.7452
28.943 30.475 3.7452
28.943 30.03 3.7452
29.07 29.713 3.7452
30.277 30.475 3.7452
27.927 28.125 3.7452
22.276 28.125 3.7452
25.832 27.998 3.7452
25.959 27.744 3.7452
25.07 27.744 3.7452
27.229 27.554 3.7452
26.149 27.49 3.7452
28.88 27.3 3.7452
32.118 27.3 3.7452
31.42 27.173 3.7452
27.546 26.982 3.7452
24.562 26.982 3.7452
25.705 26.22 3.7452
27.229 26.22 3.7452
33.642 26.22 3.7452
29.007 26.157 3.7452
31.356 26.03 3.7452
27.102 25.966 3.7452
27.165 25.458 3.7452
28.88 25.331 3.7452
28.499 25.141 3.7452
22.974 25.141 3.7452
26.086 24.95 3.7452
32.245 24.887 3.7452
26.911 24.76 3.7452
28.753 24.379 3.7452
25.006 24.188 3.7452
24.308 23.998 3.7452
28.753 23.998 3.7452
31.293 23.68 3.7452
25.832 23.68 3.7452
24.943 23.68 3.7452
27.8 23.617 3.7452
23.355 23.553 3.7452
26.149 23.172 3.7452
29.261 23.045 3.7452
28.054 22.918 3.7452
25.832 22.918 3.7452
28.245 22.855 3.7452
28.626 22.791 3.7452
27.991 22.601 3.7452
26.911 22.601 3.7452
27.546 22.537 3.7452
29.134 22.537 3.7452
23.482 22.41 3.7452
29.07 22.347 3.7452
31.356 22.347 3.7452
29.261 22.283 3.7452
34.341 22.029 3.7452
28.816 21.902 3.7452
26.022 21.902 3.7452
27.102 21.648 3.7452
27.927 21.458 3.7452
28.245 21.331 3.7452
24.244 21.077 3.7452
28.689 21.013 3.7452
34.341 21.013 3.7452
26.149 20.886 3.7452
30.785 20.823 3.7452
25.895 20.759 3.7452
24.879 20.632 3.7452
27.356 20.632 3.7452
34.468 20.442 3.7452
33.515 20.315 3.7452
26.276 20.188 3.7452
26.975 20.061 3.7452
24.879 19.934 3.7452
26.848 19.743 3.7452
24.625 19.68 3.7452
31.356 19.68 3.7452
33.96 19.68 3.7452
27.483 19.616 3.7452
27.229 19.616 3.7452
32.309 19.553 3.7452
29.705 19.426 3.7452
24.752 19.362 3.7452
25.133 19.235 3.7452
29.261 19.172 3.7452
24.943 19.108 3.7452
26.149 19.045 3.7452
25.197 18.918 3.7452
25.895 18.918 3.7452
34.087 18.918 3.7452
36.436 18.918 3.7452
27.864 18.854 3.7452
26.594 18.854 3.7452
24.943 18.791 3.7452
29.578 18.791 3.7452
34.595 18.791 3.7452
30.531 18.664 3.7452
27.737 18.664 3.7452
27.102 18.664 3.7452
32.372 18.537 3.7452
33.261 18.537 3.7452
27.356 18.473 3.7452
24.943 18.346 3.7452
32.69 18.346 3.7452
33.071 18.346 3.7452
33.642 18.346 3.7452
26.721 18.283 3.7452
33.515 18.219 3.7452
34.722 18.219 3.7452
28.689 18.156 3.7452
28.118 18.092 3.7452
33.515 18.029 3.7452
32.944 17.965 3.7452
25.451 17.965 3.7452
31.102 17.775 3.7452
31.61 17.775 3.7452
32.817 17.775 3.7452
33.388 17.584 3.7452
29.959 17.584 3.7452
31.991 17.203 3.7452
30.023 17.203 3.7452
26.34 17.203 3.7452
25.07 17.076 3.7452
29.642 17.076 3.7452
30.594 17.076 3.7452
30.975 17.076 3.7452
36.436 17.076 3.7452
28.054 17.013 3.7452
25.832 16.949 3.7452
30.785 16.949 3.7452
28.943 16.886 3.7452
31.483 16.822 3.7452
32.182 16.632 3.7452
31.991 16.632 3.7452
27.292 16.632 3.7452
29.515 16.505 3.7452
24.308 16.441 3.7452
25.07 16.314 3.7452
35.992 16.314 3.7452
31.356 16.251 3.7452
30.785 16.251 3.7452
30.594 16.251 3.7452
27.737 16.251 3.7452
29.134 16.187 3.7452
33.071 16.187 3.7452
31.356 16.06 3.7452
30.15 16.06 3.7452
24.244 15.997 3.7452
28.308 15.933 3.7452
32.944 15.933 3.7452
31.293 15.806 3.7452
33.769 15.679 3.7452
26.149 15.679 3.7452
29.324 15.489 3.7452
30.462 15.473 3.7452
30.722 15.473 3.7452
30.982 15.473 3.7452
31.242 15.473 3.7452
31.502 15.473 3.7452
31.762 15.473 3.7452
32.022 15.473 3.7452
32.282 15.473 3.7452
32.542 15.473 3.7452
32.802 15.473 3.7452
33.062 15.473 3.7452
33.322 15.473 3.7452
33.582 15.473 3.7452
27.229 15.362 3.7452
30.657 15.246 3.7452
31.112 15.246 3.7452
31.372 15.246 3.7452
31.632 15.246 3.7452
31.892 15.246 3.7452
32.152 15.246 3.7452
32.412 15.246 3.7452
32.672 15.246 3.7452
32.932 15.246 3.7452
33.452 15.246 3.7452
24.371 15.235 3.7452
29.642 15.108 3.7452
27.419 15.044 3.7452
24.308 15.044 3.7452
34.135 14.986 3.7452
29.975 14.921 3.7452
28.245 14.854 3.7452
30.202 14.791 3.7452
33.907 14.791 3.7452
34.135 14.726 3.7452
28.372 14.663 3.7452
26.086 14.663 3.7452
29.975 14.661 3.7452
31.047 14.661 3.7452
31.307 14.661 3.7452
31.567 14.661 3.7452
31.827 14.661 3.7452
32.087 14.661 3.7452
32.347 14.661 3.7452
32.607 14.661 3.7452
32.867 14.661 3.7452
33.127 14.661 3.7452
34.135 14.466 3.7452
30.787 14.466 3.7452
31.177 14.433 3.7452
31.437 14.433 3.7452
31.697 14.433 3.7452
31.957 14.433 3.7452
32.217 14.433 3.7452
32.477 14.433 3.7452
32.737 14.433 3.7452
29.007 14.409 3.7452
26.911 14.409 3.7452
29.975 14.401 3.7452
33.322 14.401 3.7452
24.371 14.346 3.7452
33.907 14.336 3.7452
33.095 14.271 3.7452
30.202 14.271 3.7452
25.832 14.219 3.7452
30.787 14.206 3.7452
34.135 14.206 3.7452
32.835 14.173 3.7452
31.275 14.173 3.7452
29.975 14.141 3.7452
33.322 14.141 3.7452
32.372 14.092 3.7452
31.991 14.092 3.7452
31.015 14.076 3.7452
33.907 14.076 3.7452
34.404 14.028 3.7452
29.515 14.028 3.7452
30.202 14.011 3.7452
33.095 14.011 3.7452
34.135 13.946 3.7452
30.787 13.946 3.7452
31.61 13.901 3.7452
29.975 13.881 3.7452
33.322 13.881 3.7452
29.388 13.838 3.7452
28.753 13.838 3.7452
31.015 13.816 3.7452
33.907 13.816 3.7452
31.399 13.754 3.7452
30.202 13.751 3.7452
33.095 13.751 3.7452
34.135 13.686 3.7452
30.787 13.686 3.7452
27.991 13.647 3.7452
35.992 13.647 3.7452
33.322 13.621 3.7452
29.975 13.621 3.7452
31.015 13.556 3.7452
33.907 13.556 3.7452
32.69 13.52 3.7452
29.197 13.52 3.7452
28.372 13.52 3.7452
30.202 13.491 3.7452
33.095 13.491 3.7452
28.753 13.457 3.7452
30.787 13.426 3.7452
34.135 13.426 3.7452
34.849 13.393 3.7452
29.705 13.393 3.7452
29.975 13.361 3.7452
33.322 13.361 3.7452
29.134 13.33 3.7452
31.015 13.296 3.7452
33.907 13.296 3.7452
33.095 13.231 3.7452
32.436 13.231 3.7452
30.202 13.231 3.7452
29.578 13.203 3.7452
31.547 13.203 3.7452
30.787 13.166 3.7452
34.135 13.166 3.7452
36.119 13.139 3.7452
33.322 13.101 3.7452
29.975 13.101 3.7452
31.015 13.036 3.7452
33.907 13.036 3.7452
33.095 12.971 3.7452
30.202 12.971 3.7452
28.499 12.949 3.7452
28.753 12.949 3.7452
29.007 12.949 3.7452
35.42 12.949 3.7452
34.135 12.906 3.7452
30.787 12.906 3.7452
31.737 12.885 3.7452
33.322 12.841 3.7452
29.975 12.841 3.7452
31.015 12.776 3.7452
33.907 12.776 3.7452
33.095 12.711 3.7452
30.202 12.711 3.7452
27.673 12.695 3.7452
30.787 12.646 3.7452
34.135 12.646 3.7452
26.022 12.631 3.7452
31.275 12.613 3.7452
32.835 12.613 3.7452
33.322 12.581 3.7452
29.975 12.581 3.7452
28.816 12.568 3.7452
27.927 12.568 3.7452
25.578 12.568 3.7452
31.015 12.516 3.7452
33.907 12.516 3.7452
34.785 12.504 3.7452
30.202 12.451 3.7452
29.197 12.441 3.7452
28.181 12.441 3.7452
25.197 12.441 3.7452
30.787 12.386 3.7452
34.135 12.386 3.7452
32.932 12.353 3.7452
32.672 12.353 3.7452
32.412 12.353 3.7452
32.152 12.353 3.7452
31.892 12.353 3.7452
31.632 12.353 3.7452
31.372 12.353 3.7452
29.975 12.321 3.7452
33.322 12.321 3.7452
28.816 12.25 3.7452
30.982 12.126 3.7452
31.242 12.126 3.7452
31.502 12.126 3.7452
31.762 12.126 3.7452
32.022 12.126 3.7452
32.282 12.126 3.7452
32.542 12.126 3.7452
32.802 12.126 3.7452
33.062 12.126 3.7452
34.135 12.126 3.7452
25.895 12.123 3.7452
25.705 12.123 3.7452
29.975 12.061 3.7452
30.202 11.996 3.7452
33.907 11.996 3.7452
34.595 11.996 3.7452
34.849 11.996 3.7452
26.594 11.933 3.7452
34.135 11.866 3.7452
29.388 11.804 3.7452
29.975 11.801 3.7452
30.657 11.541 3.7452
31.177 11.541 3.7452
31.437 11.541 3.7452
31.697 11.541 3.7452
31.957 11.541 3.7452
32.217 11.541 3.7452
32.477 11.541 3.7452
32.737 11.541 3.7452
32.997 11.541 3.7452
33.452 11.541 3.7452
29.261 11.425 3.7452
30.527 11.313 3.7452
30.787 11.313 3.7452
31.047 11.313 3.7452
31.307 11.313 3.7452
31.567 11.313 3.7452
31.827 11.313 3.7452
32.087 11.313 3.7452
32.347 11.313 3.7452
32.607 11.313 3.7452
32.867 11.313 3.7452
33.127 11.313 3.7452
33.387 11.313 3.7452
33.647 11.313 3.7452
27.419 11.298 3.7452
28.626 11.234 3.7452
30.658 10.98 3.7452
30.34 10.917 3.7452
28.753 10.79 3.7452
27.927 10.409 3.7452
29.007 10.282 3.7452
28.372 10.218 3.7452
29.451 10.155 3.7452
28.626 10.091 3.7452
29.388 8.313 3.7452
30.721 9.329 3.7452
30.594 9.52 3.7452
30.34 9.647 3.7452
30.658 9.71 3.7452
30.912 9.901 3.7452
32.055 9.837 3.7452
34.087 8.758 3.7452
34.595 9.202 3.7452
35.103 10.155 3.7452
33.642 10.155 3.7452
33.833 10.282 3.7452
34.976 10.282 3.7452
33.96 10.536 3.7452
32.944 10.536 3.7452
35.166 10.726 3.7452
32.182 10.98 3.7452
35.674 11.044 3.7452
35.547 11.234 3.7452
33.96 11.234 3.7452
35.484 11.425 3.7452
35.293 11.552 3.7452
34.087 11.615 3.7452
34.722 11.742 3.7452
36.944 13.012 3.7452
37.452 12.758 3.7452
37.452 10.218 3.7452
