441
0 0
2 4 0.76
2 5 0.76
2 6 0.76
2 7 0.76
2 8 0.76
2 9 0.76
2 10 0.76
2 11 0.76
2 12 0.76
2 13 0.76
2 14 0.76
2 15 0.76
2 16 0.76
2 17 0.76
2 18 0.76
2 19 0.76
2 20 0.76
2 21 0.76
2 22 0.76
2 23 0.76
2 24 0.76
2 25 0.76
2 26 0.76
2 27 0.76
2 28 0.76
2 29 0.76
2 30 0.76
2 31 0.76
2 32 0.76
2 33 0.76
2 34 0.76
2 35 0.76
2 36 0.76
3 4 0.76
3 5 0.76
3 6 0.76
3 7 0.76
3 8 0.76
3 9 0.76
3 10 0.76
3 11 0.76
3 12 0.76
3 13 0.76
3 14 0.76
3 15 0.76
3 16 0.76
3 17 0.76
3 18 0.76
3 19 0.76
3 20 0.76
3 21 0.76
3 22 0.76
3 23 0.76
3 24 0.76
3 25 0.76
3 26 0.76
3 27 0.76
3 28 0.76
3 29 0.76
3 30 0.76
3 31 0.76
3 32 0.76
3 33 0.76
3 34 0.76
3 35 0.76
4 4 0.76
4 5 0.76
4 6 0.76
4 7 0.76
4 8 0.76
4 9 0.76
4 10 0.76
4 11 0.76
4 12 0.76
4 13 0.76
4 14 0.76
4 15 0.76
4 16 0.76
4 17 0.76
4 18 0.76
4 19 0.76
4 20 0.76
4 21 0.76
4 22 0.76
4 23 0.76
4 24 0.76
4 25 0.76
4 26 0.76
4 27 0.76
4 28 0.76
4 29 0.76
4 30 0.76
4 31 0.76
4 32 0.76
4 33 0.76
4 34 0.76
4 35 0.76
4 36 0.76
5 15 0.76
5 18.3 0.76
5 31 0.76
6 4 0.76
7 3 0.76
7 6 0.76
7 15 0.76
7 16 0.76
7 18 0.76
7 21 0.76
7 24 0.76
7 27 0.76
7 30 0.76
7 33 0.76
7 36 0.76
8 3 0.76
8 6 0.76
8 10.3 0.76
8 15 0.76
8 18 0.76
8 21 0.76
8 24 0.76
8 26 0.76
8 27 0.76
8 30 0.76
8 33 0.76
8 36 0.76
9 3 0.76
9 6 0.76
9 15 0.76
9 18 0.76
9 21 0.76
9 24 0.76
9 27 0.76
9 30 0.76
9 33 0.76
9 36 0.76
10 3 0.76
10 6 0.76
10 11 0.76
10 15 0.76
10 16.3 0.76
10 18 0.76
10 21 0.76
10 24 0.76
10 26 0.76
10 27 0.76
10 30 0.76
10 33 0.76
10 36 0.76
11 3 0.76
11 6 0.76
11 7 0.76
11 9 0.76
11 15 0.76
11 18 0.76
11 21 0.76
11 24 0.76
11 27 0.76
11 30 0.76
11 33 0.76
11 36 0.76
12 3 0.76
12 6 0.76
12 15 0.76
12 17 0.76
12 18 0.76
12 21 0.76
12 24 0.76
12 27 0.76
12 30 0.76
12 33 0.76
12 36 0.76
13 3 0.76
13 6 0.76
13 7 0.76
13 11.3 0.76
13 15 0.76
13 18 0.76
13 21 0.76
13 22 0.76
13 24 0.76
13 27 0.76
13 30 0.76
13 33 0.76
13 36 0.76
14 3 0.76
14 6 0.76
14 9.3 0.76
14 15 0.76
14 18 0.76
14 20 0.76
14 21 0.76
14 24 0.76
14 25 0.76
14 27 0.76
14 28.2 0.76
14 29 0.76
14 30 0.76
14 33 0.76
14 36 0.76
15 15 0.76
15 18 0.76
15 19 0.76
15 21 0.76
15 24 0.76
15 27 0.76
15 28 0.76
15 28.6 0.76
15 30 0.76
15 33 0.76
15 36 0.76
16 11 0.76
16 13 0.76
16 15 0.76
16 18 0.76
16 21 0.76
16 24 0.76
16 27 0.76
16 30 0.76
16 33 0.76
16 36 0.76
17 12 0.76
17 15 0.76
17 18 0.76
17 21 0.76
17 24 0.76
17 36 0.76
18 3 0.76
18 6 0.76
18 12.3 0.76
18 15 0.76
18 18 0.76
18 21 0.76
18 24 0.76
19 3 0.76
19 6 0.76
19 30 0.76
19 35.2 0.76
20 3 0.76
20 3.7 0.76
20 6 0.76
